,IsolationForest_score,IsolationForest_flag,LOF_score,LOF_flag,OneClassSVM_score,OneClassSVM_flag,EllipticEnvelope_score,EllipticEnvelope_flag,Autoencoder_score,Autoencoder_flag
0,0.247961985637274,0,0.024914631758849774,0,0.26585358852309926,0,0.0005407514020327471,0,6.12022706178575,0
1,0.01804294347237396,0,0.00952040106902711,0,0.18572623985681433,0,9.67769184504314e-05,0,1.884502290354066,0
2,0.10833438939451238,0,0.04017222656027232,0,0.263021898290266,0,0.00017114379375540763,0,3.370566102554394,0
3,0.03372893673144344,0,0.0012287537685712687,0,0.09978584075922159,0,9.543957567283379e-05,0,1.5722667864347897,0
4,0.10529503614459218,0,0.009489913167762844,0,0.26403803761226574,0,0.00014702200715349418,0,2.7382654002549125,0
5,0.024025291659028832,0,0.0026346324813661193,0,0.09906799229789787,0,7.391047246483307e-05,0,1.3000642472879338,0
6,0.10721928679920842,0,0.02014118628585014,0,0.2450766820638336,0,0.00015595110547779922,0,3.4290219752244178,0
7,0.31646060853823976,0,0.02554864882818522,0,0.34588305053307594,0,0.0007024593839859681,0,7.435693622988834,0
8,0.07615803943070353,0,0.013598865000865466,0,0.12791662651561655,0,0.0001430224458566676,0,2.8690941765643116,0
9,0.09977958378609543,0,0.01707881629279436,0,0.15016015330911092,0,0.0003202373704451602,0,2.0526053107262805,0
10,0.08713707440555256,0,0.010348289583871578,0,0.25303135555266326,0,0.00012872053005220482,0,2.813896791775908,0
11,0.15613402063971654,0,0.041753476817521125,0,0.2879009243708216,0,0.0003121931380844576,0,5.646390579249982,0
12,0.20476428172549377,0,0.06261473013765653,0,0.3192250520168808,0,0.00023995991425302228,0,5.0099856311397195,0
13,0.2274151661513506,0,0.043188818837363356,0,0.2387773703700045,0,0.0005302696022499193,0,3.9320063307811575,0
14,0.03732954250190434,0,0.008421419789941806,0,0.12269024709056359,0,5.3761211736579125e-05,0,1.1737732122135829,0
15,0.2629156574971496,0,0.0037017219826247956,0,0.29862301045283424,0,0.0005172398833225644,0,7.767003804697481,0
