,IsolationForest_score,IsolationForest_flag,LOF_score,LOF_flag,OneClassSVM_score,OneClassSVM_flag,EllipticEnvelope_score,EllipticEnvelope_flag,Autoencoder_score,Autoencoder_flag
0,0.25011232160568087,0,0.032397289289651916,0,0.19788605458964634,0,0.0005275043737266519,0,6.0534618596681256,0
1,0.023216739678957567,0,0.01027503266674314,0,0.14341710428062596,0,9.293863142607936e-05,0,1.8517216892705648,0
2,0.10081431916564212,0,0.0356382923868498,0,0.1922824186428356,0,0.00016869886672217076,0,3.3317013251066667,0
3,0.048752642627720756,0,0.0013363319114388262,0,0.08959181919525318,0,9.454212577762295e-05,0,1.5353204709782522,0
4,0.12051183195970053,0,0.00999319968299039,0,0.1879202431980526,0,0.00014427238354396436,0,2.715537308222559,0
5,0.036533034879683034,0,0.004099059712435958,0,0.0885526079962431,0,7.138844503840705e-05,0,1.2562484140396097,0
6,0.11477360315596055,0,0.020178783255620374,0,0.17531026996554766,0,0.00015191987701241485,0,3.379066392829594,0
7,0.34175804601824555,0,0.029573363160808008,0,0.2526825046827925,0,0.0006962395091972699,0,7.38047274076987,0
8,0.09625218168335295,0,0.01347655251065433,0,0.10023214670743934,0,0.00013724464584508668,0,2.8118220440773816,0
9,0.11863932593503032,0,0.016993203265493948,0,0.12026898938112664,0,0.00031641481761567807,0,1.9862608521004117,0
10,0.07343879731484085,0,0.010221922359559588,0,0.17990026721345712,0,0.0001255538175055437,0,2.78844489993442,0
11,0.16306090908697132,0,0.04292354967353036,1,0.2002895615377685,0,0.0003060086816967511,0,5.555625169022129,0
12,0.19181638707166782,0,0.06018492791463766,1,0.23128263022204537,0,0.00023829610330849558,0,4.994088480235929,0
13,0.23068382608925128,0,0.0439276008192735,1,0.18425586153639462,0,0.0005288225612107559,0,3.917854758026526,0
14,0.03778338610613348,0,0.007762381338236148,0,0.10212202474481895,0,4.982583768061706e-05,0,1.1330018392986354,0
15,0.26301716491383687,0,0.004016637983724992,0,0.22285579856286872,0,0.0005005826813949581,0,7.680499285221339,0
