Date,ttm_net_eps,pe_ratio,ttm_sales_per_share,book_value_per_share,ttm_fcf_per_share,current_assets,current_ratio,current_assets___inventory,quick_ratio,total_liabilities,debt_to_equity_ratio,return_on_equity,return_on_assets,return_on_investment,tangible_equity,return_on_tangible_equity,price,current_liabilities,shareholder's_equity,ttm_net_income,cash_on_hand,total_share_holder_equity,revenue,gross_profit,operating_income,ebitda,net_income,eps_earnings_per_share_diluted,shares_outstanding,ps_ratio,pb_ratio,pfcf_ratio,total_assets,ticker
7/31/2017,6.96,18.895114942528735,80.32,3.01,7.56,20.51,1.3,7.64,0.48,42.41,11.93,192.3,18.83,51.61,1.32,375.25,131.51,15.82,3.55,8.4,4830,3554,28108,9461,4463,4973,2672,2.25,1189,1.6373256972111554,43.691029900332225,17.395502645502646,45.96,HD
10/31/2017,7.2,20.36111111111111,82.79,2.18,8.29,19.68,1.23,6.26,0.39,42.48,16.71,238.88,19.22,53.49,0.33,597.71,146.6,16,2.54,8.6,3549,2543,25026,8648,3680,4198,2165,1.84,1174,1.7707452590892618,67.24770642201834,17.683956574185768,45.02,HD
1/31/2018,7.28,24.524725274725274,84.97,1.26,8.6,18.93,1.17,6.19,0.38,43.08,29.63,299.83,19.13,54.95,-0.82,1282.79,178.54,16.19,1.45,8.63,3595,1454,23883,8093,3189,3718,1779,1.53,1184,2.1012121925385427,141.69841269841268,20.760465116279068,44.53,HD
4/30/2018,7.69,21.479843953185956,86.67,1.46,8.14,21.21,1.17,6.78,0.37,44.96,26.65,390.56,19.81,55.29,-0.59,15686.96,165.18,18.13,1.69,9.02,3599,1687,24947,8617,3381,3913,2404,2.08,1158,1.9058497750086536,113.13698630136987,20.292383292383292,46.65,HD
7/31/2018,8.49,20.910482921083627,89.54,1.75,8.62,20.8,1.13,6.76,0.37,44.22,22.01,512.36,21.61,58.41,-0.24,-2961.38,177.53,18.43,2.01,9.85,3490,2009,30463,10365,4901,5431,3506,3.05,1149,1.9826893008711188,101.44571428571429,20.59512761020882,46.23,HD
10/31/2018,9.16,17.344978165938866,91.28,1.17,8.74,19.81,1.09,5.06,0.28,43.88,33.24,652.61,23.12,60.39,-0.94,-1627.13,158.88,18.2,1.32,10.56,1764,1320,26302,9151,3870,4411,2867,2.51,1141,1.7405784399649429,135.7948717948718,18.17848970251716,45.2,HD
1/31/2019,9.73,17.138746145940388,94.28,-1.7,9.38,18.53,1.11,4.6,0.28,45.88,-24.43,1417.59,24.43,61.62,-4.13,-753.46,166.76,16.72,-1.88,11.12,1778,-1878,26491,9027,3378,3927,2344,2.09,1143,1.7687738650827323,-98.09411765,17.77825159914712,44,HD
4/30/2019,9.92,18.797379032258064,96.59,-1.95,10.07,20.55,1.05,5.06,0.26,53.66,-25.04,-6491.33,24.03,63.27,-4.39,-462.95,186.47,19.67,-2.14,11.23,1882,-2143,26381,9017,3597,4144,2513,2.27,1106,1.9305311108810435,-95.62564103,18.517378351539225,51.52,HD
7/31/2019,10.04,19.618525896414344,98.14,-1.06,10.09,20.7,1.1,5.96,0.32,53.17,-45.84,-1160.63,23.25,62.87,-3.41,-348.05,196.97,18.8,-1.16,11.2,2547,-1160,30839,10432,4896,5456,3479,3.17,1099,2.007030772366008,-185.8207547,19.521308225966305,52.01,HD
10/31/2019,10.06,21.62425447316103,99.97,-0.99,10.22,21.17,1.08,5.46,0.28,53.39,-49.35,-709.24,22.23,62.64,-3.34,-290.86,217.54,19.57,-1.08,11.11,2193,-1082,27223,9387,3947,4541,2769,2.53,1094,2.1760528158447534,-219.7373737,21.285714285714285,52.31,HD
1/31/2020,10.25,20.767804878048782,100.3,-2.89,10.04,19.81,1.08,5.28,0.29,54.35,-17.44,-599.49,21.72,62.35,-5.37,-272.34,212.87,18.38,-3.12,11.24,2133,-3116,25782,8736,3403,3998,2481,2.28,1097,2.122333000997009,-73.65743945,21.202191235059765,51.24,HD
4/30/2020,10.06,20.536779324055665,102.69,-3.24,11.17,27.28,1.17,12.29,0.53,62.23,-17.83,-496.11,20.48,59.07,-5.71,-246.21,206.6,23.35,-3.49,10.97,8696,-3490,28260,9625,3276,3883,2245,2.08,1077,2.0118804167883924,-63.7654321,18.495971351835273,58.74,HD
7/31/2020,10.91,23.00641613,109.96,-0.38,16.2,31.36,1.3,17.86,0.74,63.76,-154.02,-583.91,20.97,60.07,-2.65,-277.27,251,24.2,-0.41,11.83,14139,-414,38053,12941,6067,6682,4332,4.02,1077,2.282648235722081,-660.5263158,15.493827160493828,63.35,HD
10/31/2020,11.56,21.926470588235293,116.18,1.43,16.64,34.51,1.36,18.35,0.72,65.38,42.6,-910.85,20.8,58.66,-0.7,-346.27,253.47,25.4,1.54,12.49,14652,1535,33536,11456,4852,5483,3432,3.18,1078,2.181700809089344,177.25174825174827,15.232572115384615,66.92,HD
1/31/2021,11.93,21.693210393964797,122.61,3.06,15.19,28.48,1.23,11.85,0.51,67.28,20.4,5533.76,19.83,54.73,-3.83,-399.41,258.8,23.17,3.3,12.87,7895,3299,32261,10831,4083,4749,2857,2.66,1078,2.1107576869749614,84.57516339869281,17.037524687294272,70.58,HD
4/30/2021,13.71,22.700218818380744,131.25,1.64,15.79,30.67,1.11,11.49,0.41,70.82,40.51,957.59,21.6,58.59,-5.39,-470.11,311.22,27.76,1.75,14.77,6648,1748,37500,12742,5781,6484,4145,3.86,1075,2.3712000000000004,189.76829268292687,19.70994300189994,72.57,HD
7/31/2021,14.22,22.30872011251758,134.64,1.96,10.77,28.26,1.06,9.35,0.35,68.7,33.2,704.7,21.71,58.61,-5.39,-398.41,317.23,26.67,2.07,15.24,4566,2069,41118,13665,6639,7350,4807,4.53,1062,2.356134878193702,161.85204081632654,29.454967502321267,70.77,HD
10/31/2021,14.96,24.141711229946523,138.49,0.99,11.49,30.47,1.13,9.88,0.37,72,69.56,782.14,22.22,59.81,-6.41,-303.42,361.16,26.9,1.04,15.94,5067,1035,36820,12563,5795,6509,4129,3.92,1053,2.6078417214239296,364.80808080808083,31.432550043516102,73.03,HD
1/31/2022,15.52,23.06765463917526,142.33,-1.64,13.24,29.06,1.01,6.99,0.24,73.57,-43.38,2082.76,22.8,63.6,-9.15,-249.66,358.01,28.69,-1.7,16.43,2343,-1696,35719,11862,4825,5559,3352,3.22,1058,2.5153516475795685,-218.2987805,27.04003021148036,71.88,HD
4/30/2022,15.75,18.718095238095238,145.07,-1.66,10.84,33.87,1.12,8.57,0.28,78.28,-45.8,-21952.16,22.61,63.56,-9.16,-219.53,294.81,30.39,-1.71,16.52,2844,-1709,38908,13145,5929,6656,4231,4.09,1034,2.032191355897153,-177.5963855,27.19649446494465,76.57,HD
7/31/2022,16.27,18.26859250153657,149.08,0.23,10.45,32.94,1.18,6.85,0.25,75.59,318.94,-3166.43,22.72,63.52,-7.21,-211.54,297.23,27.83,0.24,16.89,1259,237,43792,14483,7210,7956,5173,5.05,1025,1.9937617386638047,1292.304347826087,28.44306220095694,75.83,HD
10/31/2022,16.59,17.74562989752863,152.11,1.27,9.8,33.68,1.39,7.96,0.33,75.57,58.22,-3656.68,22.71,62.26,-6.14,-216.02,294.4,24.28,1.3,17.1,2462,1298,38872,13224,6148,6891,4339,4.24,1023,1.935441456840444,231.81102362204723,30.040816326530607,76.87,HD
12/31/2009,,,,,,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,META
3/31/2010,,,,,,0,0,0,0,0,0,,,,,,,,0,,,0,345,245,162,162,95,0,,,,,,META
6/30/2010,,,,,,0,0,0,0,0,0,,,,,,,,0,,,0,431,320,218,218,129,0,,,,,,META
9/30/2010,,,,,,0,0,0,0,0,0,,,,,,,,0,,,0,467,336,216,216,131,0,,,,,,META
12/31/2010,,,,,,2.25,5.77,0,0,0.83,0.38,112.12,81.07,171.31,2.16,112.12,,0.39,2.16,0.61,1785,2162,731,581,437,576,251,0,,,,,2.99,META
3/31/2011,,,,,,0,0,0,0,0,0,122.85,88.83,208.79,,122.85,,,,0.66,,,731,564,388,439,153,0.11,2878,,,,0,META
6/30/2011,,,,,,0,0,0,0,0,0,128.4,92.84,240.13,,128.4,,,,0.69,,,895,685,407,479,159,0.11,1510,,,,0,META
9/30/2011,,,,,,0,0,0,0,0,0,131.91,95.38,272.97,,131.91,,,,0.71,,,954,718,414,511,150,0.1,1520,,,,0,META
12/31/2011,,,,,,4.6,5.12,0,0,1.43,0.29,54.46,42.14,132.68,4.74,56.32,,0.9,4.9,0.67,3908,4899,1131,884,548,651,205,0.14,1519,,,,6.33,META
3/31/2012,,,,,,4.69,4.52,0,0,1.59,0.3,25.6,19.74,63.79,5.08,26.52,,1.04,5.27,0.65,3910,5272,1058,781,381,491,137,0.09,1527,,,,6.86,META
6/30/2012,,,,6.21,,11.97,11.57,0,0,1.62,0.12,5.71,4.77,9.73,12.5,6,,1.03,13.31,0.34,10188,13309,1184,817,-743,-604,-157,-0.08,1879,,,,14.93,META
9/30/2012,,,,6.54,,12.29,11.38,0,0,1.86,0.13,1.34,1.14,5.72,12.75,1.44,,1.08,14.17,0.13,10452,14174,1262,940,377,553,-59,-0.02,2420,,,,16.04,META
12/31/2012,,,,4.98,,11.27,10.71,0,0,3.35,0.29,-0.13,-0.11,4.5,10.37,-0.15,,1.05,11.76,-0.02,9626,11755,1585,1187,523,747,64,0.03,2506,,,,15.1,META
3/31/2013,0.02,1279,2.37,4.94,0.31,11.04,10.39,0,0,3.34,0.28,0.51,0.42,3.79,10.32,0.57,25.58,1.06,11.82,0.07,9472,11824,1458,1045,373,606,217,0.09,2499,10.793248945147678,5.178137651821862,82.51612903225806,15.16,META
6/30/2013,0.23,108.17391304347825,2.46,5.11,0.83,11.42,10.58,0,0,3.38,0.27,4.41,3.57,13.02,10.72,5.01,24.88,1.08,12.35,0.55,10252,12349,1813,1348,562,792,331,0.13,2502,10.113821138211382,4.868884540117416,29.97590361445783,15.72,META
9/30/2013,0.42,119.59523809523809,2.74,5.35,1.03,10.55,10.72,0,0,1.89,0.14,8.44,6.79,15.95,11.44,9.65,50.23,0.98,13.05,1.03,9328,13048,2016,1509,736,1010,422,0.17,2528,18.332116788321166,9.388785046728971,48.76699029126213,14.93,META
12/31/2013,0.59,92.62711864406779,3.13,6.1,1.14,13.07,11.88,0,0,2.43,0.16,11.32,9.36,19.68,13.75,12.9,54.65,1.1,15.47,1.49,11449,15470,2585,2095,1133,1407,521,0.21,2517,17.46006389776358,8.959016393442623,47.938596491228076,17.9,META
3/31/2014,0.75,80.32000000000001,3.51,6.56,1.33,14.06,13.56,0,0,2.29,0.14,13.28,11.32,23.31,15.06,15.02,60.24,1.04,16.74,1.91,12629,16737,2502,2040,1075,1339,639,0.25,2609,17.162393162393165,9.182926829268293,45.29323308270676,19.03,META
6/30/2014,0.92,73.14130435,3.9,7.15,1.24,15.56,12.82,0,0,2.42,0.13,14.91,13.05,26.89,16.67,16.66,67.29,1.21,18.35,2.37,13956,18346,2910,2437,1390,1647,788,0.3,2615,17.253846153846155,9.411188811188811,54.26612903225807,20.77,META
9/30/2014,1.05,75.27619047619048,4.31,8.18,1.27,16.12,13.06,0,0,2.95,0.14,15.32,13.43,27.56,17.31,17.52,79.04,1.23,21.24,2.75,14250,21238,3203,2638,1397,1686,802,0.3,2644,18.338747099767986,9.662591687041566,62.23622047244095,24.19,META
12/31/2014,1.1,70.92727272727272,4.73,12.99,2.06,13.39,9.4,0,0,3.87,0.11,12.66,11.26,21.48,14.19,18.51,78.02,1.42,36.1,2.93,11199,36096,3851,3198,1132,1565,696,0.25,2664,16.494714587737842,6.006158583525789,37.873786407766985,39.97,META
3/31/2015,1.03,79.82524272,5.02,13.45,2.13,15,8.59,0,0,4.51,0.12,9.88,8.81,17.07,15.72,17.5,82.22,1.75,37.5,2.8,12413,37501,3543,2889,933,1390,509,0.18,2836,16.378486055776893,6.113011152416357,38.60093896713615,42.01,META
6/30/2015,0.98,87.52040816,5.32,14.09,2.26,16.95,9.01,0,0,4.68,0.12,8.11,7.24,14.05,17.82,16.74,85.77,1.88,39.45,2.72,14125,39452,4042,3374,1273,1732,715,0.25,2850,16.122180451127818,6.087295954577715,37.95132743362832,44.13,META
9/30/2015,0.99,90.63636363636364,5.69,14.72,2.47,19.14,10.68,0,0,5.05,0.12,7.28,6.52,12.39,19.96,16.61,89.73,1.79,41.42,2.81,15834,41420,4501,3781,1459,1945,891,0.31,2863,15.769771528998243,6.095788043478261,36.32793522267206,46.47,META
12/31/2015,1.28,81.765625,6.29,15.6,2.73,21.65,11.25,0,0,5.19,0.12,9.03,8.06,15.27,22.95,19.2,104.66,1.93,44.22,3.67,18434,44218,5842,5017,2560,3103,1554,0.55,2853,16.639109697933225,6.708974358974359,38.336996336996336,49.41,META
3/31/2016,1.62,70.43209876543209,6.89,16.54,3.12,23.81,13.16,0,0,4.93,0.1,11.36,10.19,23.29,26.05,22.55,114.1,1.81,47.15,4.89,20621,47150,5382,4544,2010,2562,1732,0.6,2905,16.560232220609578,6.898428053204353,36.57051282051282,52.08,META
6/30/2016,2.08,54.94230769230769,7.68,17.6,3.56,27.01,12.22,0,0,5.36,0.11,14.09,12.67,40.83,29.46,26.23,114.28,2.21,50.38,6.45,23293,50383,6436,5519,2734,3319,2276,0.78,2921,14.880208333333334,6.493181818181818,32.10112359550562,55.74,META
9/30/2016,2.59,49.52509652509653,8.5,18.82,4.07,30.33,11.69,0,0,5.56,0.1,16.71,15.09,94.04,33.33,29.28,128.27,2.6,54.12,8.18,26140,54115,7011,6024,3117,3708,2620,0.9,2931,15.090588235294119,6.815621679064825,31.515970515970515,59.67,META
12/31/2016,3.26,35.29141104294479,9.46,20.47,3.97,34.4,11.97,0,0,5.77,0.1,19.33,17.53,272.97,38.54,31.99,115.05,2.88,59.19,10.19,29449,59194,8809,7762,4566,5180,3560,1.21,2925,12.161733615221985,5.620420127015144,28.979848866498738,64.96,META
3/31/2017,3.78,37.57936507936508,10.34,21.46,4.45,36.93,12.61,0,0,6.53,0.11,20.39,18.49,272.97,41.7,32.2,142.05,2.93,62.19,11.52,32306,62188,8032,6873,3327,3998,3059,1.04,2944,13.737911025145069,6.619291705498602,31.921348314606742,68.71,META
6/30/2017,4.39,34.391799544419136,11.29,22.92,4.87,40.8,12.31,0,0,7.36,0.11,21.7,19.65,272.97,46.17,32.88,150.98,3.32,66.48,13.13,35452,66481,9321,8084,4401,5130,3890,1.32,2951,13.372896368467671,6.587260034904013,31.002053388090346,73.84,META
9/30/2017,5.16,33.11434108527132,12.39,24.52,5.34,44.2,13.38,0,0,7.79,0.11,23.49,21.24,272.97,50.95,34.31,170.87,3.31,71.21,15.21,38289,71208,10328,8880,5122,5894,4704,1.59,2956,13.790960451977401,6.968597063621534,31.99812734082397,79,META
12/31/2017,5.39,32.73840445269017,13.77,25.58,5.91,48.56,12.92,0,0,10.18,0.14,23.22,20.81,272.97,54.24,32.99,176.46,3.76,74.35,15.92,41711,74347,12972,11362,7353,8206,4267,1.44,2956,12.814814814814817,6.898358092259579,29.85786802030457,84.52,META
3/31/2018,6.04,26.45529801324503,15.1,26.75,6.34,50.41,9.91,0,0,11.33,0.15,24.65,21.88,272.97,57.62,34.16,159.79,5.09,77.62,17.85,43956,77620,11966,10039,5449,6398,4987,1.69,2945,10.582119205298014,5.973457943925234,25.20347003154574,88.95,META
6/30/2018,6.46,30.08049535603715,16.46,27.46,6,49.83,10.67,0,0,10.91,0.14,25.2,22.25,272.97,59.55,34.3,194.32,4.67,79.38,19.06,42309,79382,13231,11017,5863,6897,5106,1.74,2930,11.805589307411907,7.076474872541879,32.38666666666666,90.29,META
9/30/2018,6.63,24.805429864253394,17.68,27.96,5.96,49.15,9,0,0,12.11,0.15,25.02,21.89,272.97,60.59,33.62,164.46,5.46,80.34,19.5,41206,80342,13727,11309,5781,6888,5137,1.76,2913,9.302036199095022,5.881974248927039,27.593959731543627,92.45,META
12/31/2018,7.57,17.317040951122852,19.08,29.48,5.26,50.48,7.19,0,0,13.21,0.16,27.51,23.97,272.97,64.53,36.5,131.09,7.02,84.13,22.11,41114,84127,16914,14118,7820,9045,6881,2.38,2921,6.870545073375263,4.446743555,24.922053231939167,97.33,META
3/31/2019,6.73,24.76820208023774,20.27,30.29,5.45,53.3,5.38,0,0,22.96,0.27,23.67,20.08,97.9,67.03,31.07,166.69,9.91,86.52,19.55,45243,86516,15077,12261,3317,4672,2429,0.85,2869,8.223482979773063,5.503136348629911,30.58532110091743,109.48,META
6/30/2019,5.9,32.71186440677966,21.63,31.1,6.2,57.96,4.47,0,0,28.24,0.32,20.09,16.4,92.58,69.43,26.09,193,12.98,88.76,17.06,48596,88762,16886,13579,4626,6128,2616,0.91,2875,8.922792418,6.205787781350482,31.129032258064516,117.01,META
9/30/2019,6.26,28.447284345047926,23.06,32.94,6.77,62.08,4.66,0,0,30.42,0.32,20.39,16.08,98.62,74.81,26.13,178.08,13.33,94,18.02,52269,93999,17652,14497,7185,8601,6091,2.12,2874,7.7224631396357335,5.406193078324226,26.304283604135897,124.42,META
12/31/2019,6.44,31.871118012422357,24.6,35.43,7.38,66.23,4.4,0,0,32.32,0.32,19.97,15.27,103.08,81.45,25.26,205.25,15.05,101.05,18.49,54855,101054,21082,17590,8858,10326,7349,2.55,2876,8.343495935,5.793113180920124,27.811653116531165,133.38,META
3/31/2020,7.3,22.84931506849315,25.53,36.94,8.06,69.35,4.6,0,0,33.07,0.31,21.54,16.34,272.97,85.66,26.93,166.8,15.07,105.3,20.96,60289,105304,17737,14278,5893,7490,4902,1.71,2868,6.533490011750882,4.515430427720629,20.694789081885855,138.37,META
6/30/2020,8.19,27.725274725274726,26.15,38.75,6.54,68.13,6.03,0,0,29.24,0.27,22.9,17.56,272.97,90.56,28.3,227.07,11.31,110.45,23.52,58240,110447,18687,14858,5963,7667,5178,1.8,2879,8.683365200764818,5.859870967741935,34.72018348623853,139.69,META
9/30/2020,8.78,29.82915717539863,27.43,41.31,6.64,65.8,5.51,0,0,28.71,0.24,23.27,18.12,272.97,97.96,28.43,261.9,11.94,117.73,25.28,55620,117731,21470,17276,8040,9738,7846,2.71,2891,9.547940211447319,6.339869281,39.442771084337345,146.44,META
12/31/2020,10.1,27.04554455445545,29.82,45.03,8.18,75.67,5.05,0,0,31.03,0.24,25.25,19.97,272.97,108.62,30.46,273.16,14.98,128.29,29.15,61954,128290,28071,22861,12775,14638,11220,3.87,2888,9.160295103957077,6.066178103486565,33.39364303178485,159.32,META
3/31/2021,11.69,25.19503849443969,32.72,47.05,8.35,77.32,6.08,0,0,29.87,0.22,27.54,22.16,272.97,114.1,32.82,294.53,12.72,133.66,33.74,64219,133657,26171,21040,11378,13350,9497,3.3,2882,9.001528117359413,6.2599362380446335,35.273053892215565,163.52,META
6/30/2021,13.5,25.756296296296295,36.33,48.91,11.15,80.7,5.43,0,0,32.38,0.23,30.09,24.35,272.97,118.49,35.48,347.71,14.87,138.23,38.96,64080,138227,29077,23678,12367,14353,10394,3.61,2877,9.570878062207543,7.109180126763444,31.184753363228698,170.61,META
9/30/2021,14.01,24.224839400428266,39.05,47.75,12.5,75.42,4.23,0,0,36.23,0.27,30.22,24.32,272.97,113.93,35.42,339.39,17.81,133.36,40.31,58075,133360,29010,23239,10423,12418,9194,3.22,2859,8.691165172855314,7.107643979057591,27.1512,169.59,META
12/31/2021,13.8,24.37318841,41.11,45.56,13.68,66.67,3.15,0,0,41.11,0.33,29.71,23.51,272.97,105.05,34.87,336.35,21.14,124.88,39.37,47998,124879,33671,27323,12585,14599,10285,3.64,2859,8.181707614,7.382572431957858,24.58698830409357,165.99,META
3/31/2022,13.22,16.819969742813917,42.21,45.4,14.11,59.27,2.81,0,0,40.99,0.33,28.74,22.28,272.97,102.4,33.95,222.36,21.09,123.23,37.34,43890,123228,27908,21903,8524,10680,7465,2.72,2742,5.267945984363895,4.897797356828194,15.759036144578316,164.22,META
6/30/2022,12.07,13.35956917978459,42.73,46.63,12.86,55.99,2.52,0,0,44.01,0.35,26.52,20.09,272.97,104.57,31.58,161.25,22.22,125.77,33.63,40489,125767,28822,23630,8358,10337,6687,2.46,2713,3.7736952960449335,3.4580742011580528,12.538880248833593,169.78,META
9/30/2022,10.49,12.934223069590086,42.89,46.56,9.58,58.32,2.57,0,0,54.8,0.44,23.16,16.99,104.86,102.95,27.79,135.68,22.69,124.09,28.83,41776,124094,27714,21998,5664,7839,4395,1.64,2687,3.163441361622756,2.9140893470790377,14.162839248434238,178.89,META
3/31/2009,,,,8.96,,54.25,2.32,49.8,2.13,62.49,1.03,,,,,,,23.34,60.44,,,,,,,,,,,,,,,PFE
6/30/2009,,,,9.37,,71.55,2.74,66.56,2.55,76.1,1.2,,,,,,,26.11,63.24,,49647,63235,10984,9228,3121,4127,2261,0.34,6752,,,,,PFE
9/30/2009,,,,8.21,,73.78,3.08,68.73,2.87,75.04,1.13,,,,,,,23.99,66.25,,52473,66250,11621,9832,4131,5100,2878,0.43,6762,,,,,PFE
12/31/2009,1.27,8.409448818897637,7.2,11.21,2.18,61.67,1.66,49.27,1.32,122.5,1.35,12.32,5.6,10.72,-19.95,62.52,10.68,37.23,90.45,8.64,25969,90446,15797,12291,-39,1735,767,0.06,7045,1.4833333333333332,0.9527207850133809,4.899082568807339,212.95,PFE
3/31/2010,1.12,9.071428571428571,7.63,11.17,0.93,49.92,1.93,39.78,1.54,105.03,1.17,10.23,4.61,9.46,-17.05,196.24,10.16,25.92,90.08,7.93,17262,90082,16576,12374,3561,5612,2026,0.25,8101,1.3315858453473133,0.90957923,10.924731182795698,195.11,PFE
6/30/2010,1.09,7.834862385,8.13,10.81,0.86,51.1,2.07,41.59,1.69,104.19,1.2,9.77,4.4,9.77,-18.5,-119.98,8.54,24.68,86.88,8.15,19268,86878,17132,13448,4201,6414,2475,0.31,8072,1.0504305043050428,0.7900092506938019,9.930232558139535,191.07,PFE
9/30/2010,0.77,13.506493506493507,8.4,10.99,1.08,54.09,2.24,45.32,1.88,103.35,1.17,6.9,3.1,8.94,-14.35,-35.14,10.4,24.17,88.07,6.13,22464,88068,15995,12205,3763,5992,866,0.11,8057,1.2380952380952381,0.9463148316651502,9.62962963,191.42,PFE
12/31/2010,1.03,10.398058252427186,8.07,11.02,1.23,61.01,2.13,52.74,1.84,106.75,1.21,9.35,4.27,10.59,-13.22,-52.34,10.71,28.64,88.27,8.26,28012,88265,15462,12350,1887,3793,2890,0.35,8074,1.3271375464684017,0.971869328,8.707317073170733,195.01,PFE
3/31/2011,1.06,11.839622641509434,8.08,11.46,2.6,58.24,2,49.78,1.71,104.42,1.15,9.56,4.38,10.94,-12.82,-57.43,12.55,29.17,90.53,8.45,24009,90533,16502,12809,3945,6049,2222,0.28,8035,1.5532178217821784,1.0951134380453753,4.826923076923077,194.96,PFE
6/30/2011,1.08,11.907407407407407,8.03,11.4,2.75,60.48,1.99,51.89,1.7,106.94,1.2,9.65,4.42,10.8,-13.2,-64.11,12.86,30.47,88.96,8.59,25484,88963,16485,12914,4021,6270,2610,0.33,7935,1.601494396014944,1.1280701754385964,4.676363636363636,195.9,PFE
9/30/2011,1.45,7.696551724137931,8.17,11.78,2.49,62.73,2.25,54.31,1.95,105.6,1.17,12.79,5.86,11.08,-10.48,-92.21,11.16,27.86,90.53,11.46,28963,90530,16609,13200,4088,6303,3738,0.48,7810,1.3659730722154224,0.9473684210526316,4.481927710843373,196.13,PFE
12/31/2011,1.28,10.773437499999998,7.71,10.91,2.36,60.82,2.1,54.21,1.88,105.38,1.28,11.35,5.17,11.31,-13.13,-80.67,13.79,28.91,82.62,10.01,26452,82621,11439,9612,1913,4371,1439,0.18,7870,1.788586251621271,1.2639780018331805,5.843220338983051,188,PFE
3/31/2012,1.24,11.758064516129032,7.62,11.17,2.15,54.86,2.03,47.67,1.76,102.01,1.22,11.08,5,11.63,-14.38,-74.87,14.58,27.09,83.68,9.58,23972,83677,14885,12140,4093,6314,1794,0.24,7598,1.9133858267716535,1.3052820053715308,6.781395349,185.68,PFE
6/30/2012,1.34,11.164179104477611,7.39,10.71,1.94,58.77,1.91,51.76,1.68,102.88,1.29,12.14,5.43,12.69,-13.01,-80.2,14.96,30.8,79.96,10.22,24306,79961,13968,11592,4868,6539,3253,0.43,7537,2.0243572395128555,1.3968253968253967,7.711340206185568,182.84,PFE
9/30/2012,1.29,12.643410852713178,6.99,11.15,2.04,57.13,1.96,49.61,1.7,100.49,1.22,11.81,5.25,12.74,-9.46,-77.59,16.31,29.13,82.12,9.69,22968,82115,12953,10644,3743,5399,3208,0.43,7508,2.333333333333333,1.4627802690582958,7.995098039215685,182.6,PFE
12/31/2012,1.95,8.517948717948718,7.25,11.23,2.05,64.83,2.22,58.76,2.01,104.12,1.28,17.8,7.91,13.45,-7.13,-132.53,16.61,29.19,81.68,14.57,32399,81678,12851,10460,2560,4667,6315,0.84,7508,2.2910344827586204,1.479073909171861,8.102439024390245,185.8,PFE
3/31/2013,2.09,9.224880383,7,11.68,2.01,64.76,2.35,57.73,2.1,104.57,1.26,19.02,8.41,13.34,-5.03,-179.32,19.28,27.54,82.83,15.53,35346,82827,12410,10147,3870,5644,2750,0.38,7269,2.7542857142857144,1.6506849315068495,9.592039800995027,187.4,PFE
6/30/2013,3.64,5.184065934065934,6.97,11.93,2,61.44,2.62,55.15,2.35,100.36,1.27,32.39,14.35,12.83,-5.23,-392.72,18.87,23.45,78.98,26.37,33711,78977,12973,10731,4287,5913,14095,1.98,7117,2.707317073170732,1.5817267393126573,9.435,179.34,PFE
9/30/2013,3.6,5.419444444444445,7.14,12.09,2.27,59.5,2.92,53.02,2.6,97.17,1.24,32,14.15,13.13,-4.6,-468.44,19.51,20.37,78.35,25.75,33679,78354,12643,10356,3984,5505,2590,0.39,6656,2.732492997,1.6137303556658398,8.594713656387666,175.52,PFE
12/31/2013,3.14,6.675159236,7.4,11.97,2.39,56.24,2.41,50.08,2.14,95.48,1.25,27.78,12.32,13.74,-5.28,-436.94,20.96,23.37,76.62,22,32408,76620,13558,10764,3043,4532,2568,0.44,6895,2.8324324324324324,1.7510442773600667,8.769874476987448,172.1,PFE
3/31/2014,3.12,7.105769230769231,7.44,12.24,2.51,57.79,2.33,51.73,2.09,93.74,1.2,27.67,12.35,13.64,-2.52,-489.67,22.17,24.79,78.07,21.58,33881,78068,11353,9308,3470,4926,2329,0.36,6476,2.9798387096774195,1.8112745098039216,8.832669322709165,171.81,PFE
6/30/2014,1.59,13,7.6,12.14,2.61,58.29,2.66,52.04,2.37,95.66,1.24,13.42,6.01,13.37,-3.07,-268.97,20.67,21.94,76.96,10.4,34054,76956,12773,10311,3950,5374,2912,0.45,6444,2.7197368421052635,1.7026359143327843,7.919540229885058,172.61,PFE
9/30/2014,1.62,12.820987654320987,7.63,12.43,2.37,56.99,2.86,50.63,2.54,93.06,1.19,13.52,6.09,13.1,-0.79,-359.26,20.77,19.92,78.31,10.48,33446,78305,12361,9993,3682,5008,2666,0.42,6403,2.7221494102228045,1.6709573612228479,8.763713080168776,171.36,PFE
12/31/2014,1.42,15.542253521126762,7.71,11.38,2.47,55.6,2.58,49.93,2.31,95.94,1.34,11.98,5.35,12.38,-5.61,-304.7,22.07,21.59,71.62,9.14,36122,71622,13118,10416,2147,3478,1228,0.19,6424,2.8625162127107653,1.9393673110720562,8.935222672064777,167.57,PFE
3/31/2015,1.44,17.270833333333336,7.68,10.98,2.13,49.44,2.45,43.66,2.16,93.05,1.38,12.47,5.46,12.23,-8.6,-203.23,24.87,20.22,67.59,9.18,27708,67587,10864,9026,3037,4297,2376,0.38,6292,3.2382812500000004,2.2650273224043715,11.67605633802817,160.64,PFE
