Date,ttm_net_eps,pe_ratio,ttm_sales_per_share,book_value_per_share,ttm_fcf_per_share,current_assets,current_ratio,current_assets___inventory,quick_ratio,total_liabilities,debt_to_equity_ratio,return_on_equity,return_on_assets,return_on_investment,tangible_equity,return_on_tangible_equity,price,current_liabilities,shareholder's_equity,ttm_net_income,cash_on_hand,total_share_holder_equity,revenue,gross_profit,operating_income,ebitda,net_income,eps_earnings_per_share_diluted,shares_outstanding,ps_ratio,pb_ratio,pfcf_ratio,total_assets,ticker
10/31/2019,2.51,17.243027888446218,11.79,8.12,3.38,41.72,1.7,40.37,1.64,58.07,1.69,30.22,11.28,27.12,-1.26,1649.49,43.28,24.6,34.42,11,28035,34423,13159,8464,3579,4040,2926,0.68,4273,3.6709075487701446,5.330049261083745,12.804733727810651,92.49,CSCO
1/31/2020,2.56,16.4765625,11.85,8.38,3.45,40.05,1.81,38.7,1.75,54.89,1.55,31.51,11.7,28.36,0.02,-1738.05,42.18,22.09,35.53,11.05,27062,35533,12005,7764,3380,3837,2878,0.68,4260,3.559493670886076,5.033412887828161,12.226086956521739,90.43,CSCO
4/30/2020,2.52,15.571428571428573,11.74,8.46,3.47,41.31,1.59,40.1,1.55,55.69,1.56,30.98,11.59,28.95,0.51,-1490.02,39.24,25.94,35.71,10.78,28574,35708,11983,7771,3414,3860,2774,0.65,4243,3.3424190800681433,4.638297872340425,11.30835734870317,91.39,CSCO
7/31/2020,2.63,16.714828897338403,11.58,8.95,3.49,43.57,1.72,42.29,1.67,56.93,1.5,31.24,12.15,27.83,2.54,2489.23,43.96,25.33,37.92,11.21,29419,37920,12154,7684,3247,3691,2636,0.63,4254,3.796200345423143,4.911731844,12.595988538681947,94.85,CSCO
10/31/2020,2.46,13.743902439024392,11.31,9.04,3.62,42.99,1.59,41.69,1.54,56.85,1.49,28.41,11.26,25.93,2.04,819.75,33.81,26.99,38.16,10.46,30012,38157,11929,7581,2570,3021,2174,0.51,4244,2.9893899204244034,3.740044247787611,9.339779005524862,95,CSCO
1/31/2021,2.38,17.785714285714285,11.32,9.27,3.4,43.91,1.61,42.48,1.56,56.48,1.44,26.85,10.75,25.79,2.93,505.44,42.33,27.27,39.12,10.13,30588,39121,11960,7784,3223,3659,2545,0.6,4234,3.739399293286219,4.566343042071197,12.45,95.6,CSCO
4/30/2021,2.41,20.203319502074688,11.51,9.54,3.3,37.06,1.53,35.48,1.46,53.69,1.34,26.3,10.77,25.57,-1.2,648.35,48.69,24.26,40.21,10.22,23579,40205,12803,8185,3465,3951,2863,0.68,4238,4.230234578627281,5.103773585,14.754545454545454,93.9,CSCO
7/31/2021,2.5,21.328,11.76,9.79,3.49,39.11,1.49,37.55,1.43,56.22,1.36,26.68,11.09,26.13,-0.51,1301.91,53.32,26.26,41.28,10.59,24518,41275,13126,8344,3575,4064,3009,0.71,4236,4.534013605442177,5.446373850868233,15.277936962750715,97.5,CSCO
10/31/2021,2.69,20.171003717472118,11.98,10.13,3.34,37.59,1.62,35.76,1.54,53.28,1.25,27.92,11.9,27.35,0.55,2587.29,54.26,23.24,42.7,11.4,23346,42701,12900,8053,3438,3971,2980,0.7,4243,4.529215358931553,5.356367226061204,16.24550898203593,95.98,CSCO
1/31/2022,2.8,19.392857142857142,12.18,9.51,3.25,36.8,1.42,34.74,1.34,54.77,1.39,28.9,12.39,27.9,-2.26,-1380.62,54.3,25.92,39.5,11.83,21113,39496,12720,8049,3487,4003,2973,0.71,4205,4.458128078817734,5.709779179810726,16.707692307692305,94.26,CSCO
4/30/2022,2.85,16.87719298245614,12.24,9.74,3.24,35.98,1.49,33.75,1.4,52.4,1.3,29.31,12.62,28.32,-0.86,-1555.18,48.1,24.15,40.4,12.01,20108,40400,12835,8121,3610,4088,3044,0.73,4170,3.9297385620915035,4.938398357289528,14.845679012345679,92.8,CSCO
7/31/2022,2.82,15.943262411347519,12.27,9.68,3.06,36.72,1.43,34.15,1.33,54.23,1.36,29.1,12.53,28.34,-1.1,-1285.31,44.96,25.64,39.77,11.81,19267,39773,13102,8025,3434,3864,2815,0.68,4192,3.6642216788916055,4.644628099173554,14.69281045751634,94,CSCO
10/31/2022,2.77,16.40072202166065,12.54,9.82,3.2,36.14,1.45,33.48,1.35,52.78,1.31,28.77,12.3,29.11,-0.25,-1028.57,45.43,24.9,40.27,11.5,19784,40272,13632,8346,3540,3955,2670,0.65,4116,3.622807018,4.626272912423625,14.196874999999999,93.05,CSCO
3/31/2009,,,,15.69,,4.5,1.82,3.36,1.36,7.67,0.77,,,,,,,2.48,10,,,,,,,,,,,,,,,DHR
6/30/2009,,,,16.58,,4.79,1.91,3.72,1.48,7.72,0.73,,,,,,,2.51,10.6,,1258,10603,2674,1262,344,430,296,0.44,669,,,,,DHR
9/30/2009,,,,17.45,,5.2,1.94,4.13,1.54,7.95,0.71,,,,,,,2.68,11.21,,1636,11211,2751,1321,465,550,351,0.53,673,,,,,DHR
12/31/2009,2,13.51,16.54,18.02,3.78,5.22,1.89,4.23,1.53,7.97,0.69,10.61,6.16,10.48,-0.84,-97.92,27.02,2.76,11.63,1.15,1722,11630,2465,1228,291,370,267,0.4,671,1.633615477629988,1.4994450610432852,7.148148148148149,19.6,DHR
3/31/2010,2,14.365,16.97,18.26,3.65,4.54,1.59,3.35,1.17,8.03,0.68,10.72,6.31,10.72,-1.45,-106.4,28.73,2.86,11.85,1.21,806,11853,3008,1469,422,515,300,0.45,680,1.6929876252209783,1.5733844468784226,7.871232876712329,19.88,DHR
6/30/2010,2.03,13.157635467980297,17.59,18.48,3.66,5.05,1.69,3.81,1.27,8.02,0.67,11.04,6.56,11.67,-1.08,-118.65,26.71,2.99,12.06,1.29,1233,12058,3217,1606,518,615,372,0.55,682,1.518476407,1.4453463203463204,7.297814207650273,20.08,DHR
9/30/2010,2.35,12.438297872340426,17.33,20.14,3.86,5.46,1.77,4.22,1.37,8.33,0.63,13.02,7.82,11.89,-0.38,-169.16,29.23,3.08,13.17,1.59,1635,13172,3093,1612,553,649,646,0.95,683,1.6866705135603002,1.4513406156901687,7.572538860103627,21.5,DHR
12/31/2010,2.64,12.867424242424242,18.39,20.98,2.77,6.07,1.83,4.9,1.48,8.44,0.61,14.09,8.57,13.22,0.07,-252.93,33.97,3.32,13.77,1.79,1633,13773,3232,1718,557,659,474,0.69,683,1.8471995649809678,1.619161105815062,12.263537906137184,22.22,DHR
3/31/2011,1.96,19.07653061,16.81,22.17,2.34,6.13,1.85,4.85,1.46,8.31,0.56,14.3,8.85,13.67,0.25,-678.8,37.39,3.32,14.72,1.92,1594,14724,3292,1749,585,689,429,0.63,688,2.2242712671029152,1.6865133062697337,15.97863247863248,23.04,DHR
6/30/2011,3.13,12.201277955271566,19.21,24.15,0.91,6.56,1.53,4.49,1.05,14.96,0.9,15.1,8.95,12.63,-4.4,-197.48,38.19,4.28,16.56,2.2,552,16556,3636,1918,610,729,649,0.94,695,1.9880270692347735,1.5813664596273291,41.967032967032964,31.51,DHR
9/30/2011,3.32,9.108433734939759,20.75,24.13,1.01,6.32,1.53,4.34,1.05,14.06,0.85,13.47,7.73,12.06,-3.91,-103.94,30.24,4.12,16.56,2.08,484,16562,4446,2183,643,851,523,0.74,710,1.4573493975903613,1.253211769581434,29.94059405940594,30.62,DHR
12/31/2011,3.17,10.706624605678233,22.95,24.68,1.26,6.27,1.5,4.49,1.08,12.98,0.77,13.4,7.55,12.31,-3.34,-76.22,33.94,4.17,16.97,2.17,537,16972,4717,2327,779,983,571,0.8,701,1.478867102396514,1.3752025931928686,26.936507936507933,29.95,DHR
3/31/2012,3.34,12.10179640718563,24.26,25.83,1.23,6.54,1.67,4.65,1.19,12.53,0.7,13.86,7.69,12.24,-2.54,-66.4,40.42,3.91,17.89,2.36,1043,17891,4316,2236,735,937,613,0.86,714,1.6661170651277823,1.5648470770421992,32.861788617886184,30.42,DHR
6/30/2012,3.24,11.608024691358024,25.4,26.41,3.83,6.61,1.64,4.76,1.18,12.8,0.7,13.22,7.55,13.11,-2.74,-73.64,37.61,4.03,18.37,2.31,1118,18368,4554,2356,811,1019,600,0.84,715,1.4807086614173228,1.4240817872018174,9.819843342036553,31.17,DHR
9/30/2012,3.27,12.186544342507645,25.33,27.36,4.22,6.91,1.76,5.03,1.28,12.63,0.67,12.93,7.58,13.43,-2.21,-86.16,39.85,3.94,18.95,2.33,1541,18953,4416,2278,756,966,549,0.77,714,1.5732333201737072,1.4565058479532165,9.443127962,31.59,DHR
12/31/2012,3.36,12.026785714285714,25.58,27.76,4.15,7.59,1.8,5.77,1.37,13.86,0.73,12.88,7.59,13.47,-2.72,-93.71,40.41,4.21,19.08,2.39,1679,19084,4975,2545,863,1083,630,0.89,713,1.5797498045347929,1.4556916426512967,9.737349398,32.94,DHR
3/31/2013,3.48,12.913793103448276,25.81,28.51,4.14,7.91,2.02,6.04,1.54,12.72,0.64,12.98,7.71,13.26,-1.76,-104.87,44.94,3.93,19.75,2.47,2151,19749,4445,2326,731,948,692,0.98,708,1.741185587,1.5762890213960012,10.855072463768117,32.47,DHR
6/30/2013,3.51,13.045584045584047,26.11,29.28,3.96,8.23,1.99,6.32,1.53,12.74,0.63,12.73,7.65,13.23,-1.37,-123.55,45.79,4.13,20.37,2.49,2325,20365,4738,2496,844,1063,617,0.87,710,1.7537342014553812,1.563866120218579,11.563131313131313,33.11,DHR
9/30/2013,3.58,14.01117318435754,26.48,30.65,3.92,8.02,1.88,6.06,1.42,12.35,0.58,12.59,7.67,13.29,-1,-148.2,50.16,4.28,21.37,2.54,1996,21371,4669,2425,812,1038,597,0.84,712,1.8942598187311177,1.636541598694943,12.795918367346939,33.72,DHR
12/31/2013,3.8,14.707894736842107,26.89,32.16,4.27,9.11,2.01,7.33,1.62,12.22,0.54,12.84,8.05,13.19,0.17,-272.36,55.89,4.53,22.45,2.7,3115,22451,5267,2712,888,1077,789,1.11,714,2.0784678319077723,1.7378731343283584,13.088992974238877,34.67,DHR
3/31/2014,3.63,14.977961432506886,27.13,32.92,4.07,9.4,2.19,7.53,1.75,12.01,0.52,11.85,7.57,13.12,0.67,-674.85,54.37,4.3,23.03,2.58,3347,23029,4663,2453,789,1014,580,0.81,715,2.0040545521562847,1.651579586877278,13.358722358722357,35.04,DHR
6/30/2014,3.71,15.401617250673855,27.4,33.95,4.17,9.51,2.16,7.61,1.73,11.86,0.5,11.66,7.6,13,1.02,1234.58,57.14,4.41,23.79,2.64,3321,23789,4964,2620,889,1125,676,0.95,716,2.085401459854015,1.683063328424153,13.70263788968825,35.65,DHR
9/30/2014,3.82,14.455497382198953,27.41,33.88,4.24,9.99,2.23,8.12,1.82,11.73,0.49,11.71,7.74,12.96,1.62,314.15,55.22,4.47,23.81,2.73,4025,23810,4707,2452,866,1071,681,0.95,716,2.0145932141554175,1.6298701298701297,13.023584905660377,35.54,DHR
12/31/2014,3.63,17.179063360881543,27.58,33.3,4.59,9.43,1.75,7.65,1.42,13.54,0.58,11.05,7.26,12.84,0.72,258.41,62.36,5.4,23.45,2.6,3006,23450,5417,2804,887,941,662,0.92,718,2.2610587382160987,1.8726726726726728,13.586056644880175,36.99,DHR
3/31/2015,3.61,17.138504155124654,27.59,33.06,4.62,8.77,1.77,6.88,1.39,12.68,0.54,10.97,7.18,12.71,-0.68,387,61.87,4.95,23.39,2.59,2511,23391,4695,2468,755,991,570,0.79,719,2.2424791591156215,1.8714458560193585,13.39177489177489,36.07,DHR
6/30/2015,3.63,17.209366391184574,27.55,35.37,4.77,9.66,1.91,7.74,1.53,12.82,0.53,11.01,7.17,12.83,0.14,581.39,62.47,5.06,24.17,2.61,3342,24172,4960,2644,934,1171,696,0.97,720,2.267513611615245,1.766186033361606,13.09643605870021,36.99,DHR
9/30/2015,4.69,13.28144989339019,26,33.84,4.82,8.93,1.04,6.59,0.76,26.52,1.14,14.14,8.34,10.61,-13.64,-99.01,62.29,8.63,23.18,3.33,1834,23184,3512,1893,480,616,1403,2.01,699,2.395769230769231,1.8407210401891252,12.92323651452282,49.71,DHR
12/31/2015,4.76,14.285714285714286,20.24,34.6,4.73,7.84,1.27,6.26,1.02,24.46,1.03,14.21,7.86,6.96,-7.8,-61.14,68,6.17,23.76,3.36,791,23764,1267,766,-7,265,689,0.97,709,3.3596837944664033,1.9653179190751444,14.376321353065538,48.22,DHR
3/31/2016,5.06,13.74901185770751,19.34,35.69,5.09,7.75,1.46,5.51,1.04,23.81,0.97,14.82,7.74,6.01,-12.17,-42.39,69.57,5.32,24.58,3.55,664,24577,3924,2167,613,881,758,1.09,697,3.5972078593588415,1.9492855141496217,13.667976424361493,48.39,DHR
6/30/2016,5.03,14.749502982107355,18.51,36.38,5.39,11.23,1.4,8.99,1.12,26.38,1.05,14.51,7.09,4.98,-11.34,-31.21,74.19,8.03,25.12,3.51,4098,25120,4242,2381,710,988,657,0.94,699,4.008103727714748,2.0393073117097305,13.764378478664193,51.5,DHR
9/30/2016,3.58,21.248603351955303,19.38,33.64,5.06,6.49,1.36,4.78,1,18.03,0.78,10.32,5.27,5.74,-8.62,-25,76.07,4.76,23.26,2.5,971,23264,4132,2286,699,976,392,0.56,701,3.9251805985552113,2.261296076099881,15.033596837944664,41.3,DHR
12/31/2016,3.66,20.67213114754098,24.14,33.34,4.2,6.67,0.97,4.96,0.72,22.22,0.96,10.64,5.48,7.96,-12.57,-22.85,75.66,6.87,23.08,2.55,964,23077,4584,2500,713,1019,747,1.06,700,3.1342170671085334,2.2693461307738447,18.014285714285712,45.3,DHR
3/31/2017,3.29,25.310030395136778,24.47,34.28,3.84,6.32,1.05,4.55,0.76,21.45,0.9,9.67,5.02,8.17,-12.04,-20.66,83.27,6,23.79,2.3,804,23791,4206,2334,617,923,506,0.72,706,3.402942378422558,2.429113185530922,21.684895833333332,45.25,DHR
6/30/2017,3.14,26.210191082802545,24.8,35.4,3.48,6.26,1.49,4.47,1.06,21.05,0.86,9.3,4.96,8.13,-11.68,-19.61,82.3,4.2,24.6,2.2,726,24595,4510,2482,677,980,557,0.79,705,3.318548387096774,2.324858757062147,23.649425287356323,45.65,DHR
9/30/2017,3.39,24.716814159292035,25.32,36.49,3.86,6.26,1.43,4.37,1,20.47,0.81,9.84,5.23,7.99,-11.1,-20.11,83.79,4.39,25.38,2.38,649,25381,4528,2537,759,1071,572,0.81,706,3.3092417061611377,2.2962455467251304,21.707253886010363,45.85,DHR
12/31/2017,3.53,25.722379603399435,21.99,37.85,4.16,6.85,1.43,5.01,1.05,20.28,0.77,9.95,5.44,7.23,-10.44,-22.03,90.8,4.79,26.37,2.49,630,26368,2275,1218,519,716,857,1.21,706,4.1291496134606644,2.3989431968295905,21.826923076923077,46.65,DHR
3/31/2018,3.61,26.57617728531856,22.65,38.94,4.57,7.08,1.59,5.13,1.15,19.94,0.73,9.86,5.51,7.37,-9.82,-23.73,95.94,4.44,27.2,2.55,1046,27202,4695,2644,743,1064,567,0.8,710,4.235761589403974,2.4637904468412946,20.993435448577678,47.15,DHR
6/30/2018,3.77,25.68965517241379,23.28,38.91,4.55,6.91,1.5,4.93,1.07,20.83,0.77,10.06,5.69,7.77,-10.88,-25.29,96.85,4.61,27.22,2.67,904,27224,4981,2817,868,1202,674,0.95,710,4.160223367697594,2.489077358005654,21.285714285714285,48.06,DHR
9/30/2018,3.89,27.45758354755784,23.69,39.51,4.3,6.83,1.53,4.8,1.08,20.03,0.72,10.18,5.83,7.85,-10.16,-26.75,106.81,4.47,27.69,2.76,776,27685,4853,2691,831,1152,664,0.93,711,4.508653440270156,2.7033662363958495,24.839534883720933,47.72,DHR
12/31/2018,3.73,27.21715818,24.02,40.24,4.85,7.09,1.47,5.46,1.13,19.61,0.7,9.61,5.56,8.03,-4.64,-29.89,101.52,4.84,28.23,2.65,788,28227,2520,1354,614,815,747,1.06,710,4.226477935054121,2.522862823,20.931958762886598,47.83,DHR
3/31/2019,3.39,38.38938053097345,23.27,44.1,4.66,10.08,2.18,8.05,1.74,20.21,0.64,8.41,4.94,7.8,-5.98,-30.48,130.14,4.63,31.57,2.41,3910,31569,4220,2355,720,1016,327,0.46,719,5.592608508809626,2.9510204081632647,27.927038626609438,51.77,DHR
6/30/2019,3.41,41.36363636363637,22.36,44.91,4.82,11.6,2.32,9.55,1.91,21.11,0.66,8.18,4.88,7.46,-5.29,-37.56,141.05,5.01,32.21,2.45,5434,32213,4445,2484,812,1110,709,0.97,728,6.308139534883722,3.1407258962369187,29.263485477178424,53.32,DHR
9/30/2019,3.37,42.347181008902076,21.53,46.22,4.84,20.35,3.43,18.33,3.09,28.34,0.85,7.77,4.53,6.83,-3.68,-49.68,142.71,5.93,33.2,2.43,14252,33196,4378,2441,776,1072,648,0.89,729,6.628425452856479,3.0876244050194726,29.485537190082646,61.53,DHR
12/31/2019,4.05,37.488888888888894,24.69,43.54,4.59,25.6,5.19,23.97,4.86,31.8,1.05,9.24,5.14,7.07,-2.18,-68.71,151.83,4.93,30.28,2.94,19912,30282,4868,2704,961,1261,1256,1.73,726,6.149453219927096,3.4871382636655954,33.078431372549026,62.08,DHR
3/31/2020,4.4,31.159090909090907,24.95,44.57,4.77,11.14,1.32,8.57,1.01,37.86,1.22,10.06,5.19,6.57,-21.17,-39.48,137.1,8.47,31.07,3.19,4368,31066,4343,2443,698,995,576,0.81,708,5.49498998,3.076060130132376,28.742138364779876,68.93,DHR
6/30/2020,4.67,37.54389722,26.22,51.15,5.15,12.34,2.2,9.75,1.74,35,0.97,10.31,5.11,6.13,-17.4,-30.36,175.33,5.6,36.27,3.37,5539,36273,5297,2852,844,1519,892,1.24,718,6.686880244088483,3.4277614858260024,34.04466019417476,71.27,DHR
9/30/2020,4.94,43.25708502024291,28.34,53.46,6.15,12.54,2.08,10.12,1.68,34.92,0.92,10.52,5.18,6.41,-17.15,-24.63,213.69,6.04,37.97,3.57,5688,37973,5884,3226,1088,1800,842,1.16,724,7.540225829216655,3.9971941638608306,34.74634146341463,72.89,DHR
12/31/2020,4.87,45.303901437371664,31.04,55.95,7.54,13.8,1.87,11.51,1.56,36.38,0.92,9.68,4.85,7.26,-16.93,-19.33,220.63,7.4,39.78,3.51,6035,39777,6760,3954,1601,2149,1200,1.68,719,7.107925257731959,3.9433422698838245,29.26127320954907,76.16,DHR
3/31/2021,6.35,35.23937007874016,34.23,56.7,8.79,14.01,2.05,11.59,1.7,35,0.87,11.9,6.21,9.21,-14.84,-27.71,223.77,6.82,40.43,4.6,6330,40430,6858,4253,1997,2528,1661,2.29,735,6.537248028045575,3.9465608465608466,25.45733788395905,75.43,DHR
6/30/2021,7.51,35.552596537949405,36.67,59.91,9.47,15.39,2.26,12.85,1.88,35.26,0.83,13.54,7.2,10.94,-13.34,-35,267,6.83,42.77,5.45,7322,42766,7218,4397,2005,2530,1744,2.4,736,7.2811562585219525,4.456685027541313,28.194297782470958,78.03,DHR
9/30/2021,7.89,38.416983523447406,38.49,60.83,9.79,10.78,1.49,8.04,1.11,39.04,0.9,13.75,7.33,10.98,-21.15,-34.54,303.11,7.26,43.46,5.72,2552,43461,7229,4359,1309,1880,1117,1.54,727,7.875032475967783,4.982903172776591,30.96118488,82.5,DHR
12/31/2021,8.62,38.02552204176334,40.14,63.18,9.61,11.65,1.43,8.88,1.09,38.01,0.84,14.59,7.86,11.56,-18.85,-36.78,327.78,8.14,45.18,6.27,2586,45177,8148,4943,2154,2754,1747,2.38,737,8.165919283,5.188034188034187,34.10822060353798,83.18,DHR
3/31/2022,8.64,33.85300925925926,41.23,64.75,9.72,12.67,1.68,9.6,1.27,37.03,0.8,14.16,7.69,11.5,-16.45,-36.06,292.49,7.55,46.36,6.29,3717,46362,7688,4705,2172,2737,1684,2.31,738,7.094106233325249,4.5172200772200775,30.09156378600823,83.39,DHR
6/30/2022,8.49,29.804475853945817,41.96,64.07,9.58,13.23,1.75,9.97,1.32,35.21,0.76,13.67,7.5,11.65,-13.58,-35.45,253.04,7.56,46.6,6.21,3984,46601,7751,4721,2205,2757,1658,2.25,736,6.030505243088656,3.949430310597784,26.413361169102295,81.81,DHR
9/30/2022,9.05,28.513812154696133,42.4,64.56,9.5,14.25,1.78,11.01,1.38,34.04,0.72,14.35,8.06,12.77,-11.22,-44.19,258.05,8,46.99,6.64,5150,46993,7663,4584,2015,2555,1551,2.1,737,6.086084905660377,3.9970570012391575,27.163157894736845,81.03,DHR
3/31/2009,,,,11.5,,3.45,1.56,3.35,1.51,15.13,1.19,,,,,,,2.21,12.68,,,,,,,,,,,,,,,MCD
6/30/2009,,,,12.14,,3.6,1.27,3.49,1.23,15.96,1.21,,,,,,,2.84,13.25,,2161,13245,5647,2170,1682,1986,1094,0.98,1111,,,,,MCD
9/30/2009,,,,12.22,,3.6,1.02,3.5,0.99,16.88,1.28,,,,,,,3.54,13.19,,2201,13190,6047,2408,1933,2245,1261,1.15,1098,,,,,MCD
12/31/2009,4.11,10.520681265206813,20.5,13.03,3.43,3.42,1.14,3.31,1.11,16.19,1.15,34.26,15.52,28.72,11.61,41.59,43.24,2.99,14.03,4.55,1796,14034,5973,2353,1826,2144,1217,1.11,1107,2.109268292682927,3.3184957789716045,12.606413994169095,30.23,MCD
3/31/2010,4.24,10.99056603773585,21.13,13.12,3.73,3.47,1.35,3.37,1.31,15.71,1.11,34.16,15.63,29.41,11.65,41.49,46.6,2.57,14.12,4.66,2007,14117,5610,2160,1674,1992,1090,1,1090,2.205395173,3.5518292682926833,12.493297587131368,29.83,MCD
6/30/2010,4.39,10.564920273348521,21.52,12.34,3.63,3.17,1.23,3.07,1.19,15.54,1.18,35.2,16.14,30.18,10.72,42.85,46.38,2.58,13.13,4.79,1666,13132,5946,2396,1845,2157,1226,1.13,1086,2.155204460966543,3.7585089141004864,12.776859504132233,28.68,MCD
9/30/2010,4.53,11.66887417218543,21.88,12.91,3.72,4.18,1.28,4.07,1.25,17.53,1.29,35.84,16.42,30.5,11.12,43.66,52.86,3.27,13.64,4.92,2495,13638,6305,2607,2097,2409,1388,1.29,1075,2.415904936014625,4.094500387296669,14.209677419354838,31.17,MCD
12/31/2010,4.58,11.982532751091703,22.24,13.89,3.89,4.37,1.49,4.26,1.46,17.34,1.19,35.63,16.26,30.15,12.05,43.45,54.88,2.93,14.63,4.95,2387,14634,6214,2474,1857,2191,1242,1.16,1080,2.4676258992805757,3.951043916486681,14.107969151670952,31.98,MCD
3/31/2011,4.73,11.596194503171247,22.89,13.93,3.95,3.82,0.9,3.71,0.87,17.63,1.22,36.27,16.35,30.64,11.78,44.37,54.85,4.25,14.45,5.07,1940,14454,6112,2341,1826,2165,1209,1.15,1055,2.3962429008300568,3.9375448671931084,13.886075949367088,32.08,MCD
6/30/2011,4.95,12.36969696969697,24,14.49,4.17,4.03,1.02,3.91,0.99,17.88,1.2,36.4,16.4,31.21,12.23,44.51,61.23,3.95,14.95,5.25,2070,14953,6905,2726,2189,2539,1410,1.35,1048,2.55125,4.225672878,14.683453237410072,32.83,MCD
9/30/2011,5.11,12.563600782778865,25.02,13.04,4.26,4.42,0.87,4.31,0.85,18.94,1.42,37.42,16.62,32.6,10.7,45.92,64.2,5.08,13.34,5.37,2389,13338,7166,2907,2395,2753,1507,1.45,1041,2.565947242206235,4.9233128834355835,15.07042253521127,32.28,MCD
12/31/2011,5.28,13.996212121212121,25.8,14.09,4.23,4.4,1.26,4.29,1.22,18.6,1.29,38.53,16.91,33.5,11.74,47.39,73.9,3.51,14.39,5.5,2336,14390,6823,2714,2120,2488,1377,1.32,1045,2.864341085271318,5.244854506742371,17.47044917257683,32.99,MCD
3/31/2012,5.36,13.574626865671641,26.36,14.43,4.25,4.26,1.17,4.14,1.14,18.67,1.27,38.79,16.92,33.48,11.94,47.73,72.76,3.65,14.66,5.56,2289,14661,6547,2518,1965,2329,1267,1.23,1030,2.7602427921092567,5.042273042273043,17.12,33.33,MCD
6/30/2012,5.33,12.416510318949344,26.52,13.92,4,4.5,1.24,4.39,1.21,19.3,1.38,38.98,16.67,33.11,11.35,48.09,66.18,3.62,14.04,5.5,2485,14035,6916,2716,2155,2521,1347,1.32,1024,2.4954751131221724,4.754310344827586,16.545,33.33,MCD
9/30/2012,5.31,13.018832391713747,26.68,13.83,3.81,4.21,1.01,4.1,0.99,19.94,1.44,38.24,16.32,31.99,11.14,47.18,69.13,4.15,13.88,5.45,2179,13884,7152,2855,2287,2659,1455,1.43,1015,2.591079460269865,4.998553868402024,18.144356955380577,33.83,MCD
12/31/2012,5.36,12.509328358208954,26.97,15.25,3.84,4.92,1.45,4.8,1.41,20.09,1.31,37.77,16.09,31.57,12.49,46.58,67.05,3.4,15.29,5.47,2336,15294,6952,2728,2198,2584,1396,1.38,1020,2.486095661846496,4.396721311475409,17.4609375,35.39,MCD
3/31/2013,5.39,14.172541743970317,27.15,15.19,3.87,4.19,1.39,4.09,1.35,18.9,1.24,37.43,16,31.14,12.44,46.12,76.39,3.02,15.23,5.47,1869,15228,6605,2484,1950,2341,1270,1.26,1011,2.8136279926335175,5.028966425,19.739018087855296,34.12,MCD
6/30/2013,5.45,14.029357798165137,27.42,15.18,4.01,4.63,1.65,4.52,1.61,19.28,1.27,37.05,16.02,30.8,12.39,45.55,76.46,2.81,15.17,5.52,2278,15171,7084,2765,2198,2589,1397,1.38,1009,2.7884755652808164,5.036890645586298,19.06733167082294,34.45,MCD
9/30/2013,5.54,13.521660649819493,27.66,15.24,4.14,4.73,1.24,4.62,1.21,20.39,1.34,36.71,16.01,30.71,12.31,45.01,74.91,3.82,15.17,5.59,2544,15165,7323,2911,2417,2811,1522,1.52,1004,2.7082429501084597,4.915354330708661,18.094202898550726,35.55,MCD
12/31/2013,5.14,14.821011673151753,27.54,16.16,6.54,5.05,1.59,4.93,1.55,20.62,1.29,36.29,15.87,30.39,13.14,44.44,76.18,3.17,16.01,5.59,2799,16010,7093,2743,2200,2609,1397,1.39,1006,2.766158315177923,4.714108910891089,11.648318042813457,36.63,MCD
3/31/2014,4.97,15.61770623742455,27.24,16.34,6.98,4.84,1.56,4.73,1.53,20.22,1.25,35.34,15.44,29.84,13.26,43.22,77.62,3.1,16.15,5.52,2744,16148,6700,2516,1936,2346,1205,1.21,996,2.849486049926579,4.750305998,11.120343839541547,36.37,MCD
6/30/2014,4.85,16.577319587628867,27.18,16.45,6.52,5.91,1.74,5.8,1.71,21.63,1.34,34.73,15.06,29.19,13.25,42.43,80.4,3.39,16.16,5.51,3671,16155,7182,2784,2189,2602,1387,1.4,993,2.9580573951434883,4.887537993920973,12.331288343558285,37.78,MCD
9/30/2014,5.1,14.964705882352941,28.11,14,6.38,5.21,1.25,5.11,1.22,22.4,1.64,32.66,13.78,28.16,10.82,40.09,76.32,4.18,13.63,5.06,3233,13626,6987,2681,2073,2486,1068,1.09,984,2.7150480256136604,5.451428571428571,11.962382445141065,36.02,MCD
12/31/2014,4.83,15.753623188405797,27.72,13.35,4.29,4.19,1.52,4.08,1.48,21.37,1.66,32.38,13.18,27.19,10.12,40.12,76.09,2.75,12.85,4.76,2078,12853,6572,2474,1752,2159,1098,1.12,986,2.7449494949494953,5.699625468164794,17.736596736596738,34.23,MCD
3/31/2015,5,15.962,27.02,11.9,4.67,3.59,1.31,3.49,1.27,20.75,1.82,32.31,12.45,26.27,8.81,40.61,79.81,2.75,11.4,4.37,1635,11403,5959,2201,1386,1772,812,0.84,966,2.953737971872687,6.706722689,17.089935760171308,32.16,MCD
6/30/2015,4.88,16.096311475409834,27.78,11.21,1.17,5.97,2.16,5.87,2.13,24.39,2.31,34.51,12.17,25.65,7.93,44.38,78.55,2.76,10.56,4.18,3999,10561,6498,2490,1849,2242,1202,1.26,958,2.8275737940964722,7.0071364852809985,67.13675213675214,34.95,MCD
